學年度,設立別 ,學校類別,學校代碼,學校名稱,"日間/
進修",學制,"新生
註冊率","系所招生
特色說明",,
105,公立,技專校院,25,國立臺北科技大學,日,碩士班,98.21,本校以工業技術人才培育為學校定位與發展方向，改制為科技大學後，更致力於高階科技研發、設計與管理人才之養成，形塑「企業家搖籃」與「具技職特色之實務研究型大學」之目標。105學年度日間部研究所計有25個碩士班，分設於機電學院、電資學院、工程學院、管理學院、設計學院及人文學院等6學院。研究所以「接軌深耕」、「將才打造」為人才培育特色，著重強化實務研發，平行發展學術與產業核心技術，引進「校外實務研究」、「創新創業計畫」及「明珠計畫」等課程，串聯「點子工場」、「自造工坊」及「青創基地」等資源，提供本校學生全方位支持與輔導。每學年度培育逾千名研究生，校友遍佈產業界，更榮獲QS世界大學第551名、2016年Cheers雜誌企業最愛技職第一名等國內外各項殊榮。,,
105,公立,技專校院,25,國立臺北科技大學,日,博士班,80.13,本校以工業技術人才培育為學校定位與發展方向，改制為科技大學後，更致力於高階科技研發、設計與管理人才之養成，形塑「企業家搖籃」與「具技職特色之實務研究型大學」之目標。105學年度日間部研究所計有17個博士班，分設於機電學院、電資學院、工程學院、管理學院、設計學院及人文學院等6學院。研究所以「接軌深耕」、「將才打造」為人才培育特色，著重強化實務研發，平行發展學術與產業核心技術，引進「校外實務研究」、「創新創業計畫」及「明珠計畫」等課程，串聯「點子工場」、「自造工坊」及「青創基地」等資源，提供本校學生全方位支持與輔導。每學年度培育逾千名研究生，校友遍佈產業界，更榮獲QS世界大學第551名、2016年Cheers雜誌企業最愛技職第一名等國內外各項殊榮。,,
105,公立,技專校院,25,國立臺北科技大學,修,四技,99.49,採特色專班招生，計有學優專班(招收優質學生著重學科能力養成)、產學訓專班(結合勞動部各分署職能培訓與企業實習，提升職場就業競爭力)與產學攜手專班(與優質企業合作，著重職場實作技術養成，累積工作經驗)，課程設計著重學科理論與實務能力並重，提升學生專業技術、學力養成，畢業學生深獲各界喜愛，為企業晉用人才首選。,,
105,公立,技專校院,25,國立臺北科技大學,修,二技,90.45,提供優質的進修平台，提升學生職場專業能力或第二專長的進修管道，課程與教學規劃以「奠基扎根」、「接軌深耕」、「將才打造」之人才培育為特色，教學著重理論與實務能力並重之培養，教學績效及學生素質深受各界肯定，學生畢業後皆有多項就業機會可供選擇，為企業菁英學位進修的首選。,,
105,公立,技專校院,25,國立臺北科技大學,職,碩士班,100,105學年度進修部研究所招生計有20個碩士在職專班、3個管理學案EMBA專班及3個管理學院EMBA境外專班。教學著重於&#63972,論與實務能&#63882,並重之專業技術培養，教學績效及學生素質深受各界肯定，學生畢業後皆有多項就業機會可供選擇，深獲各界喜愛。管理學院 EMBA 專班，是專為企業主、高階主管所設立之在職專班，提供兼顧學術與實務的學習平台，十二萬名校友遍佈各行業要津，百分之十上市櫃企業老闆是本校畢業校友；專業領先，人脈匯集，素有「企業家搖籃」之美稱。
105,公立,技專校院,25,國立臺北科技大學,修,附設進院,80,本校為配合教育部推動終身教育及進修教育政策，招收專科畢業學生修業2~3年，畢業後取得學士學位，上課時間為週末假日，充分利用校本部的師資與設備，提供在職人士另一條進修管道。,,
105,公立,技專校院,26,國立高雄第一科技大學,日,四技,98.1,本學制目前大學部招生管道分為申請入學、甄選入學、技優甄保、考試分發入學、繁星計畫、技優人才。整體而言，入學管道多元，符合教育部多元入學精神。本校學術單位共設有5大學院，分別培育頂尖工業研發專才、科技電資人才、知識創新領航者、財金領域專家及專業外語精英以提升學生的就業競爭力，期成為企業最愛之技職人力。,,
105,公立,技專校院,26,國立高雄第一科技大學,日,二技,100,本學制專為專科學校或具同等學歷(力)畢業學生而開辦，強調專業進階教育以提昇其培育人才為目標。課程設計主要依產業需求趨勢，並依照學生志向發展，培育成為拓展專業理論及實務能力之人才，目前設有應用英語系與應用日語系。,,
105,公立,技專校院,26,國立高雄第一科技大學,日,碩士班,88.04,本校碩士班在招生、課程設計、授課及分組規劃上相當完整。採「考試入學」及「甄試入學」兩種管道招生，請詳當年度招生簡章。為達成專業分工之目的，特分設25個碩士班別，術業有專攻，培育產業真正需要之人才。,,
105,公立,技專校院,26,國立高雄第一科技大學,日,博士班,100,本校博士班在招生、課程設計、授課及分組規劃上相當完整。共3個博士班，分別為工學院科技博士班、管理學院博士班、財務金融學院博士班。本校博士班研究風氣良好，打造各領域專才。,,
105,公立,技專校院,26,國立高雄第一科技大學,職,碩士班,80.7,本校碩士在職專班專為有工作經驗的社會業界人士所開辦的研究所，鼓勵在職進修，讓在職人士也能利用工作之餘再次提升專業能力，碩士在職專班在課程安排上因學生具有產業界實務經驗，課程內容結合實務面與學術面，讓學生專業再次升級。,,
105,公立,技專校院,27,國立高雄應用科技大學,日,四技,99.07,一、本校本學制修業年限為4年，目前招生管道分為：甄選入學、聯合登記分發、技優保送入學、技優甄審入學、四技申請入學聯合招生、科技校院繁星計畫聯合推薦甄選等多元入學管道。二、現有招生系別： (一)工學院：化學工程與材料工程系、土木工程系、機械工程系、模具工程系及工業工程與管理系。 (二)電資學院：電機工程系、電子工程系、資訊工程系。 (三)管理學院：國際企業系、會計系、企業管理系、金融系、觀光管理系、資訊管理系及財富與稅務管理系。 (四)人文社會學院：人力資源發展系、文化創意產業系及應用外語系。三、發展特色： 課程之規劃著重理論與實務應用適性發展，以迎合社會潮流與生活應用相輔相成，提供碩博士班升學、進修的管道和機會，得以落實生活科技化，科技生活化之辦學理念。,,
105,公立,技專校院,27,國立高雄應用科技大學,日,二技,100,一、本校本學制修業年限為2年，目前招生管道分為：二技申請入學、技優保送及技優甄審等多元入學管道。二、現有招生系別：計有工學院模具工程系及工業工程與管理系。三、發展特色：課程規劃配合模具技術「垂直整合」產業需求及著重工廠資源學生產系統規劃，培養產業所需人才。,,
105,公立,技專校院,27,國立高雄應用科技大學,日,碩士班,90.7,一、本校本學制修業年限為1-4年，目前招生管道分為碩士班甄試及碩士班考試。二、現有招生班別： (一)工學院：土木工程系土木工程與防災科技碩士班、化學工程與材料工程系碩士班、機械工程系碩士班、模具工程系碩士班、工業工程與管理系碩士班。 (二)電資學院：電機工程系碩士班、電子工程系碩士班、光電與通訊工程研究所碩士班、資訊工程系碩士班。 (三)管理學院：財與稅務管理系碩士班、金融系金融資訊碩士班、觀光管理系光與餐旅管理碩士班、資訊管理碩士班、國際企業系碩士班、企業管理系碩士班、會計系碩士班、 (四)人文社會學院：人力資源發展系碩士班、文化創意產業系碩士班、應用外語系英語專業溝通與教學科技碩士班。三、發展特色： 課程規劃培育具有「國際觀」、「專業化」、「科技腦」、「人文心」的優質人才，研究生具備專業知能與創新研發能力。,,
105,公立,技專校院,27,國立高雄應用科技大學,日,博士班,81.63,一、本學制修業年限為2-7年，目前招生方式為書審及面試。二、現有招生班別： (一)工學院：土木工程系土木工程科技博士班、化學工程與材料工程系博士班、機械工程系博士班、模具工程系博士班、工業工程與管理系博士班。 (二)電資學院：電機工程系博士班、電子工程系博士班(電子組、電信與系統組、資訊組、醫電組、資工組、光通組)。 (三)管理學院：國際企業系博士班(國企組、財管組、金融組、觀光組、資管組)。三、發展特色： 課程規劃培養學生學術研究能力，並透過接觸業界的實務經驗，增進博士生實務專業技能，進而提升博士生創新研發能力，使其在畢業後發揮實務技術研發之專長。,,
