學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀雙主修人次小計,修讀雙主修人次男,修讀雙主修人次女
107,2,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,學士班(日間),72,40,32
107,2,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),107,54,53
107,2,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),38,14,24
107,2,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),45,18,27
107,2,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,學士班(日間),28,17,11
107,2,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,學士班(日間),22,4,18
107,2,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),52,25,27
107,2,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,學士班(日間),47,24,23
107,2,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),44,21,23
107,2,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,學士班(日間),26,11,15
107,2,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,學士班(日間),114,65,49
107,2,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),5,4,1
107,2,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,學士班(日間),10,7,3
107,2,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,學士班(日間),9,7,2
107,2,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),24,17,7
107,2,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,學士班(日間),14,8,6
107,2,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,學士班(日間),23,15,8
107,2,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),34,33,1
107,2,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),7,6,1
107,2,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),24,13,11
107,2,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),40,35,5
107,2,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,學士班(日間),14,7,7
107,2,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,學士班(日間),12,12,0
107,2,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,學士班(日間),57,50,7
107,2,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,學士班(日間),39,31,8
107,2,公立,一般大學,0003,國立臺灣大學,07151072,生物產業機電工程學系,學士班(日間),9,9,0
107,2,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,學士班(日間),4,2,2
107,2,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,學士班(日間),26,19,7
107,2,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,學士班(日間),32,24,8
107,2,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,學士班(日間),14,6,8
107,2,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,學士班(日間),5,3,2
107,2,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,學士班(日間),14,6,8
107,2,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,學士班(日間),21,15,6
107,2,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,學士班(日間),17,9,8
107,2,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,學士班(日間),41,10,31
107,2,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,學士班(日間),11,8,3
107,2,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,學士班(日間),31,16,15
107,2,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,學士班(日間),18,5,13
107,2,公立,一般大學,0003,國立臺灣大學,09111137,牙醫學系,學士班(日間),3,3,0
107,2,公立,一般大學,0003,國立臺灣大學,09121107,醫學系,學士班(日間),25,20,5
107,2,公立,一般大學,0003,國立臺灣大學,09121107,醫學系七年制,學士班(日間),6,5,1
107,2,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,學士班(日間),8,3,5
107,2,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,學士班(日間),7,2,5
107,2,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,學士班(日間),6,4,2
107,2,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系四年制,學士班(日間),1,0,1
107,2,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,學士班(日間),7,2,5
107,2,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,學士班(日間),15,9,6
107,2,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生學系,學士班(日間),18,7,11
107,2,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,學士班(日間),31,12,19
107,2,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,學士班(日間),85,18,67
107,2,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,學士班(日間),16,4,12
107,2,公立,一般大學,0004,國立臺灣師範大學,01116079,學習科學學士學位學程,學士班(日間),2,1,1
107,2,公立,一般大學,0004,國立臺灣師範大學,01131004,公民教育與活動領導學系,學士班(日間),23,6,17
107,2,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,學士班(日間),21,4,17
107,2,公立,一般大學,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,學士班(日間),21,6,15
107,2,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,學士班(日間),35,6,29
107,2,公立,一般大學,0004,國立臺灣師範大學,01141010,工業教育學系,學士班(日間),3,2,1
107,2,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,學士班(日間),8,5,3
107,2,公立,一般大學,0004,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,學士班(日間),15,8,7
107,2,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,學士班(日間),1,0,1
107,2,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,學士班(日間),17,1,16
107,2,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術學士學位學程,學士班(日間),1,0,1
107,2,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,學士班(日間),8,2,6
107,2,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,學士班(日間),9,3,6
107,2,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,學士班(日間),17,1,16
107,2,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,學士班(日間),9,1,8
107,2,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,學士班(日間),28,4,24
107,2,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),5,2,3
107,2,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,學士班(日間),11,4,7
107,2,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,學士班(日間),19,5,14
107,2,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,學士班(日間),4,1,3
107,2,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,學士班(日間),2,1,1
107,2,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,學士班(日間),8,4,4
107,2,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,學士班(日間),10,5,5
107,2,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,學士班(日間),9,8,1
107,2,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,學士班(日間),17,13,4
107,2,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,學士班(日間),8,6,2
107,2,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,學士班(日間),3,1,2
107,2,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,學士班(日間),4,2,2
107,2,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,學士班(日間),4,3,1
107,2,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,學士班(日間),5,5,0
107,2,公立,一般大學,0005,國立成功大學,02221110,歷史學系,學士班(日間),13,5,8
107,2,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),18,5,13
107,2,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,學士班(日間),12,3,9
107,2,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),14,1,13
107,2,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),7,3,4
107,2,公立,一般大學,0005,國立成功大學,03121115,政治學系,學士班(日間),16,7,9
107,2,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),15,9,6
107,2,公立,一般大學,0005,國立成功大學,04111120,會計學系,學士班(日間),6,2,4
107,2,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,學士班(日間),14,3,11
107,2,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,學士班(日間),7,5,2
107,2,公立,一般大學,0005,國立成功大學,04211001,法律學系,學士班(日間),18,7,11
107,2,公立,一般大學,0005,國立成功大學,05111003,生命科學系,學士班(日間),9,5,4
107,2,公立,一般大學,0005,國立成功大學,05121008,生物科技與產業科學系,學士班(日間),5,4,1
107,2,公立,一般大學,0005,國立成功大學,05311017,化學系,學士班(日間),7,2,5
107,2,公立,一般大學,0005,國立成功大學,05321019,地球科學系,學士班(日間),12,10,2
107,2,公立,一般大學,0005,國立成功大學,05331021,物理學系,學士班(日間),10,9,1
107,2,公立,一般大學,0005,國立成功大學,05411027,數學系,學士班(日間),21,15,6
107,2,公立,一般大學,0005,國立成功大學,05421029,統計學系,學士班(日間),10,5,5
107,2,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,學士班(日間),7,5,2
107,2,公立,一般大學,0005,國立成功大學,07111050,化學工程學系,學士班(日間),5,4,1
107,2,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,學士班(日間),3,1,2
107,2,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,學士班(日間),12,10,2
107,2,公立,一般大學,0005,國立成功大學,07122026,水利及海洋工程學系,學士班(日間),15,9,6
107,2,公立,一般大學,0005,國立成功大學,07132074,能源國際學士學位學程,學士班(日間),2,0,2
107,2,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,學士班(日間),6,5,1
107,2,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,學士班(日間),2,2,0
107,2,公立,一般大學,0005,國立成功大學,07141071,工程科學系,學士班(日間),3,3,0
107,2,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),13,12,1
107,2,公立,一般大學,0005,國立成功大學,07162043,航空太空工程學系,學士班(日間),8,6,2
107,2,公立,一般大學,0005,國立成功大學,07163044,系統及船舶機電工程學系,學士班(日間),9,6,3
107,2,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,學士班(日間),3,3,0
107,2,公立,一般大學,0005,國立成功大學,07241064,資源工程學系,學士班(日間),4,4,0
107,2,公立,一般大學,0005,國立成功大學,07311075,建築學系,學士班(日間),1,0,1
107,2,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,學士班(日間),4,3,1
107,2,公立,一般大學,0005,國立成功大學,07322067,測量及空間資訊學系,學士班(日間),11,7,4
107,2,公立,一般大學,0005,國立成功大學,09121077,醫學系,學士班(日間),3,2,1
107,2,公立,一般大學,0005,國立成功大學,09141094,醫學檢驗生物技術學系,學士班(日間),1,0,1
107,2,公立,一般大學,0005,國立成功大學,09152089,職能治療學系,學士班(日間),3,1,2
107,2,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,學士班(日間),12,9,3
107,2,公立,一般大學,0005,國立成功大學,99999102,全校不分系學士學位學程,學士班(日間),2,1,1
107,2,公立,一般大學,0006,國立中興大學,02221007,歷史學系,學士班(日間),50,24,26
107,2,公立,一般大學,0006,國立中興大學,02311006,外國語文學系,學士班(日間),9,2,7
107,2,公立,一般大學,0006,國立中興大學,02322005,中國文學系,學士班(日間),30,5,25
107,2,公立,一般大學,0006,國立中興大學,03111009,應用經濟學系,學士班(日間),7,3,4
107,2,公立,一般大學,0006,國立中興大學,04121019,財務金融學系,學士班(日間),2,2,0
107,2,公立,一般大學,0006,國立中興大學,04131016,企業管理學系,學士班(日間),5,2,3
107,2,公立,一般大學,0006,國立中興大學,04143020,行銷學系,學士班(日間),1,0,1
107,2,公立,一般大學,0006,國立中興大學,04211023,法律學系,學士班(日間),2,1,1
107,2,公立,一般大學,0006,國立中興大學,05111026,生命科學系,學士班(日間),7,3,4
107,2,公立,一般大學,0006,國立中興大學,05111029,昆蟲學系,學士班(日間),6,4,2
107,2,公立,一般大學,0006,國立中興大學,05121031,生物科技學士學位學程,學士班(日間),13,6,7
107,2,公立,一般大學,0006,國立中興大學,05292082,水土保持學系,學士班(日間),1,0,1
107,2,公立,一般大學,0006,國立中興大學,05311039,化學系,學士班(日間),2,1,1
107,2,公立,一般大學,0006,國立中興大學,05331040,物理學系,學士班(日間),1,1,0
107,2,公立,一般大學,0006,國立中興大學,05411041,應用數學系,學士班(日間),4,3,1
107,2,公立,一般大學,0006,國立中興大學,06131043,資訊管理學系,學士班(日間),2,0,2
