,學年度,設立別 ,學校類別,學校代碼,學校名稱,系所代碼,系所名稱,學制,畢業生總人數,男,女
,104,私立,技專校院,1064,美和科技大學,340301,企業管理系,學士班(日間),40,22,18
,104,私立,技專校院,1064,美和科技大學,340301,企業管理系,學士班(進修),25,15,10
,104,私立,技專校院,1064,美和科技大學,340301,企業管理系經營管理碩士班,碩士班(日間),1,0,1
,104,私立,技專校院,1064,美和科技大學,340301,企業管理系經營管理碩士在職專班,碩士在職專班,19,15,4
,104,私立,技專校院,1064,美和科技大學,340303,經營管理研究所_越南境外進修學制碩士班,碩士在職專班,72,42,30
,104,私立,技專校院,1064,美和科技大學,340501,財務金融系,學士班(日間),18,5,13
,104,私立,技專校院,1064,美和科技大學,340501,財務金融系,學士班(進修),2,2,0
,104,私立,技專校院,1064,美和科技大學,340904,健康事業管理系,學士班(日間),22,5,17
,104,私立,技專校院,1064,美和科技大學,420302,生物科技系,學士班(日間),30,20,10
,104,私立,技專校院,1064,美和科技大學,420302,生物科技系,學士班(進修),9,6,3
,104,私立,技專校院,1064,美和科技大學,420302,生物科技系健康產業碩士班,碩士班(日間),10,7,3
,104,私立,技專校院,1064,美和科技大學,480101,資訊科技系,學士班(日間),28,24,4
,104,私立,技專校院,1064,美和科技大學,480101,資訊科技系,學士班(進修),3,3,0
,104,私立,技專校院,1064,美和科技大學,480109,資訊管理系,學士班(日間),50,33,17
,104,私立,技專校院,1064,美和科技大學,480109,資訊管理系,學士班(進修),14,6,8
,104,私立,技專校院,1064,美和科技大學,720501,食品營養系,學士班(日間),44,12,32
,104,私立,技專校院,1064,美和科技大學,720501,食品營養系,學士班(進修),19,4,15
,104,私立,技專校院,1064,美和科技大學,720601,護理科,五專,298,18,280
,104,私立,技專校院,1064,美和科技大學,720601,護理系,學士班(日間),287,30,257
,104,私立,技專校院,1064,美和科技大學,720601,護理系,學士班(進修),323,29,294
,104,私立,技專校院,1064,美和科技大學,720609,健康照護研究所,碩士班(日間),5,1,4
,104,私立,技專校院,1064,美和科技大學,720609,健康照護研究所,碩士在職專班,3,0,3
,104,私立,技專校院,1064,美和科技大學,720609,健康照護研究所_越南境外進修學制碩士班,碩士在職專班,1,0,1
,104,私立,技專校院,1064,美和科技大學,760203,老人服務事業管理系,學士班(日間),3,3,0
,104,私立,技專校院,1064,美和科技大學,760301,社會工作系,學士班(日間),77,25,52
,104,私立,技專校院,1064,美和科技大學,760301,社會工作系,學士班(進修),130,33,97
,104,私立,技專校院,1064,美和科技大學,760301,社會工作系,碩士班(日間),5,1,4
,104,私立,技專校院,1064,美和科技大學,760408,兒童服務系,學士班(日間),16,2,14
,104,私立,技專校院,1064,美和科技大學,810102,餐旅管理科,五專,47,5,42
,104,私立,技專校院,1064,美和科技大學,810102,餐旅管理系,學士班(日間),176,92,84
,104,私立,技專校院,1064,美和科技大學,810102,餐旅管理系,學士班(進修),31,17,14
,104,私立,技專校院,1064,美和科技大學,810201,觀光系,學士班(日間),21,4,17
,104,私立,技專校院,1064,美和科技大學,810201,觀光系,學士班(進修),18,6,12
,104,私立,技專校院,1064,美和科技大學,810502,運動與休閒科,二專(進修),6,4,2
,104,私立,技專校院,1064,美和科技大學,810502,運動與休閒系,學士班(日間),35,29,6
,104,私立,技專校院,1064,美和科技大學,810502,運動與休閒系,學士班(進修),19,11,8
,104,私立,技專校院,1064,美和科技大學,810502,運動與休閒系,碩士班(日間),12,9,3
,104,私立,技專校院,1064,美和科技大學,810801,美容科,五專,21,0,21
,104,私立,技專校院,1064,美和科技大學,810801,美容系,學士班(日間),43,5,38
,104,私立,技專校院,1064,美和科技大學,810801,美容系,學士班(進修),52,4,48
,104,私立,技專校院,1065,吳鳳科技大學,220321,應用日語系,學士班(日間),60,28,32
,104,私立,技專校院,1065,吳鳳科技大學,220339,觀光英語系,學士班(日間),19,6,13
,104,私立,技專校院,1065,吳鳳科技大學,230202,應用數位媒體系,學士班(日間),70,46,24
,104,私立,技專校院,1065,吳鳳科技大學,230202,應用數位媒體系,碩士在職專班,24,14,10
,104,私立,技專校院,1065,吳鳳科技大學,340802,行銷與流通管理系,學士班(日間),61,26,35
,104,私立,技專校院,1065,吳鳳科技大學,349953,安全科技與管理系,學士班(日間),60,52,8
,104,私立,技專校院,1065,吳鳳科技大學,480109,資訊管理科,二專(進修),1,1,0
,104,私立,技專校院,1065,吳鳳科技大學,480109,資訊管理系,學士班(日間),33,27,6
,104,私立,技專校院,1065,吳鳳科技大學,480109,資訊管理系,學士班(進修),22,14,8
,104,私立,技專校院,1065,吳鳳科技大學,480312,應用遊戲科技系,學士班(日間),25,22,3
,104,私立,技專校院,1065,吳鳳科技大學,480312,應用遊戲科技系,學士班(進修),1,1,0
,104,私立,技專校院,1065,吳鳳科技大學,520101,電機工程系,學士班(日間),64,64,0
,104,私立,技專校院,1065,吳鳳科技大學,520101,電機工程系,學士班(進修),23,23,0
,104,私立,技專校院,1065,吳鳳科技大學,520114,資訊工程系,學士班(日間),51,48,3
,104,私立,技專校院,1065,吳鳳科技大學,520114,資訊工程系,學士班(進修),17,14,3
,104,私立,技專校院,1065,吳鳳科技大學,520201,機械工程系,學士班(日間),43,42,1
,104,私立,技專校院,1065,吳鳳科技大學,520201,機械工程系,學士班(進修),32,30,2
,104,私立,技專校院,1065,吳鳳科技大學,520231,光機電暨材料研究所,碩士班(日間),12,6,6
,104,私立,技專校院,1065,吳鳳科技大學,760401,幼兒保育系,學士班(日間),36,2,34
,104,私立,技專校院,1065,吳鳳科技大學,810102,餐旅管理科,二專(日間),2,0,2
,104,私立,技專校院,1065,吳鳳科技大學,810102,餐旅管理系,學士班(日間),133,69,64
,104,私立,技專校院,1065,吳鳳科技大學,810102,餐旅管理系,學士班(進修),54,30,24
,104,私立,技專校院,1065,吳鳳科技大學,810201,觀光休閒管理系,學士班(日間),87,38,49
,104,私立,技專校院,1065,吳鳳科技大學,810201,觀光休閒管理系,學士班(進修),31,10,21
,104,私立,技專校院,1065,吳鳳科技大學,810526,休閒遊憩與運動管理系,學士班(日間),45,32,13
,104,私立,技專校院,1065,吳鳳科技大學,810526,休閒遊憩與運動管理系,學士班(進修),30,22,8
,104,私立,技專校院,1065,吳鳳科技大學,810813,美容美髮造型設計系,學士班(日間),27,0,27
,104,私立,技專校院,1065,吳鳳科技大學,810813,美容美髮造型設計系,學士班(進修),17,0,17
,104,私立,技專校院,1065,吳鳳科技大學,860104,消防系,學士班(日間),142,126,16
,104,私立,技專校院,1065,吳鳳科技大學,860104,消防系,學士班(進修),6,5,1
,104,私立,技專校院,1065,吳鳳科技大學,860104,消防系,碩士在職專班,18,17,1
,104,私立,技專校院,1066,環球科技大學,220303,應用外語系,學士班(日間),27,12,15
,104,私立,技專校院,1066,環球科技大學,230201,視覺傳達設計系,學士班(日間),84,32,52
,104,私立,技專校院,1066,環球科技大學,230309,創意商品設計系,學士班(日間),67,35,32
,104,私立,技專校院,1066,環球科技大學,310808,公共事務管理研究所,碩士在職專班,19,15,4
,104,私立,技專校院,1066,環球科技大學,340106,電子商務系,學士班(日間),2,1,1
,104,私立,技專校院,1066,環球科技大學,340301,企業管理科,二專(日間),1,0,1
,104,私立,技專校院,1066,環球科技大學,340301,企業管理科,二專(進修),90,51,39
,104,私立,技專校院,1066,環球科技大學,340301,企業管理系,學士班(日間),62,29,33
,104,私立,技專校院,1066,環球科技大學,340301,企業管理系,學士班(進修),54,27,27
,104,私立,技專校院,1066,環球科技大學,340301,企業管理系中小企業經營策略管理碩士班,碩士班(日間),24,6,18
,104,私立,技專校院,1066,環球科技大學,340501,財務金融系,學士班(日間),23,7,16
,104,私立,技專校院,1066,環球科技大學,340801,行銷管理科,二專(進修),12,5,7
,104,私立,技專校院,1066,環球科技大學,340801,行銷管理系,學士班(日間),80,43,37
,104,私立,技專校院,1066,環球科技大學,340801,行銷管理系,學士班(進修),188,75,113
,104,私立,技專校院,1066,環球科技大學,420301,生物技術系,學士班(日間),40,27,13
,104,私立,技專校院,1066,環球科技大學,420301,生物技術系,碩士班(日間),9,6,3
,104,私立,技專校院,1066,環球科技大學,480109,資訊管理科,二專(進修),6,6,0
,104,私立,技專校院,1066,環球科技大學,480109,資訊管理系,學士班(日間),62,44,18
,104,私立,技專校院,1066,環球科技大學,480109,資訊管理系,學士班(進修),28,21,7
,104,私立,技專校院,1066,環球科技大學,480516,多媒體動畫設計系,學士班(日間),30,15,15
,104,私立,技專校院,1066,環球科技大學,760401,幼兒保育系,學士班(日間),30,0,30
,104,私立,技專校院,1066,環球科技大學,760401,幼兒保育系,學士班(進修),107,2,105
,104,私立,技專校院,1066,環球科技大學,810111,餐飲廚藝系,學士班(日間),41,29,12
,104,私立,技專校院,1066,環球科技大學,810205,觀光與餐飲旅館科,二專(日間),1,1,0
,104,私立,技專校院,1066,環球科技大學,810205,觀光與餐飲旅館科,二專(進修),24,13,11
,104,私立,技專校院,1066,環球科技大學,810205,觀光與餐飲旅館系,學士班(日間),232,108,124
,104,私立,技專校院,1066,環球科技大學,810205,觀光與餐飲旅館系,學士班(進修),12,8,4
,104,私立,技專校院,1066,環球科技大學,810244,觀光與生態旅遊系,學士班(日間),46,32,14
,104,私立,技專校院,1066,環球科技大學,810244,觀光與生態旅遊系環境資源管理碩士班,碩士班(日間),13,7,6
,104,私立,技專校院,1066,環球科技大學,810801,美容造型設計系,學士班(日間),97,20,77
,104,私立,技專校院,1066,環球科技大學,819977,觀光與餐飲旅館系_觀光餐旅產業專班,學士班(日間),4,3,1
,104,私立,技專校院,1068,中州科技大學,230104,時尚創意設計與管理系,學士班(日間),43,6,37
,104,私立,技專校院,1068,中州科技大學,230104,時尚創意設計與管理系,學士班(進修),17,3,14
,104,私立,技專校院,1068,中州科技大學,320107,視訊傳播系,學士班(日間),27,14,13
,104,私立,技專校院,1068,中州科技大學,340802,行銷與流通管理系,學士班(日間),59,23,36
,104,私立,技專校院,1068,中州科技大學,340802,行銷與流通管理系,學士班(進修),33,19,14
,104,私立,技專校院,1068,中州科技大學,480109,資訊管理系,學士班(日間),38,27,11
,104,私立,技專校院,1068,中州科技大學,480109,資訊管理系,學士班(進修),104,85,19
,104,私立,技專校院,1068,中州科技大學,480301,多媒體與遊戲發展科學系,學士班(日間),44,42,2
,104,私立,技專校院,1068,中州科技大學,480301,多媒體與遊戲發展科學系,學士班(進修),1,1,0
,104,私立,技專校院,1068,中州科技大學,520103,電子工程系,學士班(日間),16,16,0
,104,私立,技專校院,1068,中州科技大學,520140,電機與能源科技系,學士班(日間),31,31,0
,104,私立,技專校院,1068,中州科技大學,520140,電機與能源科技系,學士班(進修),24,23,1
,104,私立,技專校院,1068,中州科技大學,520219,機械與自動化工程系_雙軌訓練旗艦計畫,二專(日間),11,11,0
,104,私立,技專校院,1068,中州科技大學,520219,機械與自動化工程系,學士班(日間),51,50,1
,104,私立,技專校院,1068,中州科技大學,520219,機械與自動化工程系,學士班(進修),44,44,0
,104,私立,技專校院,1068,中州科技大學,520219,機械與自動化工程系工程技術碩士班,碩士班(日間),7,7,0
,104,私立,技專校院,1068,中州科技大學,520219,機械與自動化工程系工程技術碩士在職專班,碩士在職專班,21,14,7
,104,私立,技專校院,1068,中州科技大學,520288,機械與自動化工程系_機密機械產業碩士專班,碩士班(日間),3,3,0
,104,私立,技專校院,1068,中州科技大學,521388,工程技術研究所_精密機械產業碩士專班,碩士班(日間),6,6,0
,104,私立,技專校院,1068,中州科技大學,580203,景觀系,學士班(日間),51,29,22
,104,私立,技專校院,1068,中州科技大學,580203,景觀系,學士班(進修),2,2,0
,104,私立,技專校院,1068,中州科技大學,620617,保健食品系,學士班(日間),57,24,33
,104,私立,技專校院,1068,中州科技大學,620617,保健食品系,學士班(進修),20,10,10
,104,私立,技專校院,1068,中州科技大學,620617,保健食品系,碩士班(日間),6,2,4
,104,私立,技專校院,1068,中州科技大學,620617,保健食品系,碩士在職專班,5,1,4
,104,私立,技專校院,1068,中州科技大學,760401,幼兒保育系,學士班(日間),46,1,45
,104,私立,技專校院,1068,中州科技大學,760401,幼兒保育系,學士班(進修),271,19,252
