,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學期內新增辦理休學人數,男,女,至學期底總休學人數,男,女
,103,1,私立,技專校院,1071,臺北城市科技大學,學士班(日間),6964,216,147,69,564,402,162
,103,1,私立,技專校院,1071,臺北城市科技大學,學士班(進修),934,55,39,16,166,130,36
,103,1,私立,技專校院,1071,臺北城市科技大學,碩士班(日間),101,1,1,0,17,15,2
,103,1,私立,技專校院,1072,大華科技大學,二專(進修),74,0,0,0,0,0,0
,103,1,私立,技專校院,1072,大華科技大學,五專,1273,5,4,1,36,18,18
,103,1,私立,技專校院,1072,大華科技大學,學士班(日間),1608,13,11,2,61,48,13
,103,1,私立,技專校院,1072,大華科技大學,學士班(進修),1275,31,23,8,52,42,10
,103,1,私立,技專校院,1072,大華科技大學,碩士班(日間),28,3,3,0,5,5,0
,103,1,私立,技專校院,1072,大華科技大學,碩士在職專班,6,0,0,0,0,0,0
,103,1,私立,技專校院,1073,醒吾科技大學,二專(日間),27,0,0,0,0,0,0
,103,1,私立,技專校院,1073,醒吾科技大學,五專,1323,37,12,25,109,31,78
,103,1,私立,技專校院,1073,醒吾科技大學,學士班(日間),5911,130,79,51,305,160,145
,103,1,私立,技專校院,1073,醒吾科技大學,學士班(進修),1410,79,55,24,313,210,103
,103,1,私立,技專校院,1073,醒吾科技大學,碩士班(日間),84,3,2,1,15,9,6
,103,1,私立,技專校院,1073,醒吾科技大學,碩士在職專班,48,0,0,0,3,0,3
,103,1,私立,技專校院,1074,南榮科技大學,二專(進修),351,7,1,6,12,5,7
,103,1,私立,技專校院,1074,南榮科技大學,五專,317,14,12,2,20,15,5
,103,1,私立,技專校院,1074,南榮科技大學,學士班(日間),1638,26,20,6,45,35,10
,103,1,私立,技專校院,1074,南榮科技大學,學士班(進修),1233,22,17,5,49,38,11
,103,1,私立,技專校院,1074,南榮科技大學,碩士班(日間),25,0,0,0,1,1,0
,103,1,私立,技專校院,1074,南榮科技大學,碩士在職專班,34,0,0,0,2,2,0
,103,1,私立,技專校院,1075,文藻外語大學,五專,1768,36,7,29,67,16,51
,103,1,私立,技專校院,1075,文藻外語大學,學士班(日間),5435,131,42,89,278,101,177
,103,1,私立,技專校院,1075,文藻外語大學,學士班(進修),1902,161,52,109,317,113,204
,103,1,私立,技專校院,1075,文藻外語大學,碩士班(日間),86,7,3,4,32,9,23
,103,1,私立,技專校院,1075,文藻外語大學,碩士在職專班,72,13,5,8,25,7,18
,103,1,私立,技專校院,1076,華夏科技大學,二專(日間),0,0,0,0,31,27,4
,103,1,私立,技專校院,1076,華夏科技大學,二專(進修),345,40,16,24,266,177,89
,103,1,私立,技專校院,1076,華夏科技大學,五專,473,6,6,0,202,178,24
,103,1,私立,技專校院,1076,華夏科技大學,學士班(日間),3258,101,64,37,498,309,189
,103,1,私立,技專校院,1076,華夏科技大學,學士班(進修),1156,70,51,19,491,345,146
,103,1,私立,技專校院,1076,華夏科技大學,碩士班(日間),21,1,1,0,1,1,0
,103,1,私立,技專校院,1076,華夏科技大學,碩士在職專班,65,2,2,0,7,7,0
,103,1,私立,技專校院,1148,大漢技術學院,二專(進修),215,15,11,4,20,16,4
,103,1,私立,技專校院,1148,大漢技術學院,學士班(日間),943,29,15,14,124,91,33
,103,1,私立,技專校院,1148,大漢技術學院,學士班(進修),791,16,11,5,68,53,15
,103,1,私立,技專校院,1148,大漢技術學院,碩士班(日間),73,0,0,0,2,1,1
,103,1,私立,技專校院,1150,慈濟技術學院,五專,1208,12,2,10,23,3,20
,103,1,私立,技專校院,1150,慈濟技術學院,學士班(日間),1377,42,22,20,61,33,28
,103,1,私立,技專校院,1150,慈濟技術學院,學士班(進修),106,7,1,6,18,1,17
,103,1,私立,技專校院,1150,慈濟技術學院,碩士班(日間),20,1,1,0,4,3,1
,103,1,私立,技專校院,1159,和春技術學院,二專(進修),193,6,6,0,36,32,4
,103,1,私立,技專校院,1159,和春技術學院,五專,400,13,6,7,20,9,11
,103,1,私立,技專校院,1159,和春技術學院,學士班(日間),1459,54,36,18,129,96,33
,103,1,私立,技專校院,1159,和春技術學院,學士班(進修),856,47,28,19,203,159,44
,103,1,私立,技專校院,1159,和春技術學院,碩士班(日間),10,3,3,0,3,3,0
,103,1,私立,技專校院,1164,致理技術學院,二專(日間),238,14,6,8,35,24,11
,103,1,私立,技專校院,1164,致理技術學院,五專,1590,21,11,10,54,24,30
,103,1,私立,技專校院,1164,致理技術學院,學士班(日間),6737,104,51,53,241,124,117
,103,1,私立,技專校院,1164,致理技術學院,學士班(進修),3138,148,56,92,304,121,183
,103,1,私立,技專校院,1164,致理技術學院,碩士班(日間),21,2,1,1,6,2,4
,103,1,私立,技專校院,1164,致理技術學院,碩士在職專班,27,2,1,1,8,4,4
,103,1,私立,技專校院,1166,亞東技術學院,二專(日間),33,0,0,0,0,0,0
,103,1,私立,技專校院,1166,亞東技術學院,學士班(日間),4877,97,59,38,266,192,74
,103,1,私立,技專校院,1166,亞東技術學院,學士班(進修),292,17,15,2,72,53,19
,103,1,私立,技專校院,1166,亞東技術學院,碩士班(日間),61,3,2,1,17,15,2
,103,1,私立,技專校院,1168,桃園創新技術學院,二專(日間),245,0,0,0,0,0,0
,103,1,私立,技專校院,1168,桃園創新技術學院,學士班(日間),4532,149,86,63,287,182,105
,103,1,私立,技專校院,1168,桃園創新技術學院,學士班(進修),1258,91,61,30,311,211,100
,103,1,私立,技專校院,1168,桃園創新技術學院,碩士班(日間),45,1,1,0,1,1,0
,103,1,私立,技專校院,1179,德霖技術學院,二專(日間),183,0,0,0,0,0,0
,103,1,私立,技專校院,1179,德霖技術學院,二專(進修),436,20,13,7,38,25,13
,103,1,私立,技專校院,1179,德霖技術學院,五專,1809,100,75,25,141,113,28
,103,1,私立,技專校院,1179,德霖技術學院,學士班(日間),3306,147,95,52,302,219,83
,103,1,私立,技專校院,1179,德霖技術學院,學士班(進修),1848,66,47,19,179,139,40
,103,1,私立,技專校院,1182,蘭陽技術學院,二專(日間),17,0,0,0,0,0,0
,103,1,私立,技專校院,1182,蘭陽技術學院,二專(進修),3,1,1,0,1,1,0
,103,1,私立,技專校院,1182,蘭陽技術學院,五專,840,35,25,10,96,65,31
,103,1,私立,技專校院,1182,蘭陽技術學院,學士班(日間),1235,39,33,6,77,65,12
,103,1,私立,技專校院,1182,蘭陽技術學院,學士班(進修),13,0,0,0,0,0,0
,103,1,私立,技專校院,1183,黎明技術學院,二專(進修),136,3,1,2,10,8,2
,103,1,私立,技專校院,1183,黎明技術學院,五專,943,17,14,3,94,86,8
,103,1,私立,技專校院,1183,黎明技術學院,學士班(日間),2666,84,50,34,378,237,141
,103,1,私立,技專校院,1183,黎明技術學院,學士班(進修),857,58,45,13,363,285,78
,103,1,私立,技專校院,1184,東方設計學院,二專(日間),11,0,0,0,14,8,6
,103,1,私立,技專校院,1184,東方設計學院,五專,1591,81,40,41,133,63,70
,103,1,私立,技專校院,1184,東方設計學院,學士班(日間),2106,100,57,43,259,151,108
,103,1,私立,技專校院,1184,東方設計學院,學士班(進修),152,6,0,6,79,57,22
,103,1,私立,技專校院,1184,東方設計學院,碩士班(日間),47,4,4,0,24,18,6
,103,1,私立,技專校院,1184,東方設計學院,碩士在職專班,63,5,3,2,35,15,20
,103,1,私立,技專校院,1184,東方設計學院,博士班,3,0,0,0,0,0,0
,103,1,私立,技專校院,1185,經國管理暨健康學院,五專,1636,44,18,26,97,38,59
,103,1,私立,技專校院,1185,經國管理暨健康學院,學士班(日間),1867,80,41,39,179,97,82
,103,1,私立,技專校院,1185,經國管理暨健康學院,學士班(進修),534,27,7,20,69,29,40
,103,1,私立,技專校院,1185,經國管理暨健康學院,碩士班(日間),23,3,1,2,6,2,4
,103,1,私立,技專校院,1185,經國管理暨健康學院,碩士在職專班,44,1,1,0,2,1,1
,103,1,私立,技專校院,1187,崇右技術學院,五專,913,61,30,31,92,51,41
,103,1,私立,技專校院,1187,崇右技術學院,學士班(日間),2265,132,67,65,204,99,105
,103,1,私立,技專校院,1187,崇右技術學院,碩士班(日間),40,3,1,2,3,1,2
,103,1,私立,技專校院,1188,大同技術學院,二專(日間),0,5,4,1,58,44,14
,103,1,私立,技專校院,1188,大同技術學院,二專(進修),54,8,5,3,22,15,7
,103,1,私立,技專校院,1188,大同技術學院,五專,231,9,7,2,71,48,23
,103,1,私立,技專校院,1188,大同技術學院,學士班(日間),1776,89,44,45,466,289,177
,103,1,私立,技專校院,1188,大同技術學院,學士班(進修),852,49,25,24,187,117,70
,103,1,私立,技專校院,1189,亞太創意技術學院,二專(進修),201,3,0,3,7,0,7
,103,1,私立,技專校院,1189,亞太創意技術學院,學士班(日間),1323,52,30,22,146,87,59
,103,1,私立,技專校院,1189,亞太創意技術學院,學士班(進修),217,1,0,1,1,0,1
,103,1,私立,技專校院,1189,亞太創意技術學院,碩士班(日間),61,4,1,3,7,2,5
,103,1,私立,技專校院,1192,臺灣觀光學院,二專(日間),29,1,1,0,13,9,4
,103,1,私立,技專校院,1192,臺灣觀光學院,二專(進修),104,4,2,2,4,2,2
,103,1,私立,技專校院,1192,臺灣觀光學院,五專,191,13,7,6,23,9,14
,103,1,私立,技專校院,1192,臺灣觀光學院,學士班(日間),1200,34,22,12,97,62,35
,103,1,私立,技專校院,1192,臺灣觀光學院,學士班(進修),215,9,5,4,9,5,4
,103,1,私立,技專校院,1192,臺灣觀光學院,碩士班(日間),20,1,0,1,2,0,2
,103,1,私立,技專校院,1197,台北海洋技術學院,二專(日間),337,16,11,5,100,80,20
,103,1,私立,技專校院,1197,台北海洋技術學院,二專(進修),142,4,4,0,33,27,6
,103,1,私立,技專校院,1197,台北海洋技術學院,五專,1404,27,18,9,103,72,31
,103,1,私立,技專校院,1197,台北海洋技術學院,學士班(日間),4229,88,42,46,340,239,101
,103,1,私立,技專校院,1197,台北海洋技術學院,學士班(進修),304,6,5,1,76,60,16
,103,1,私立,技專校院,1281,康寧醫護暨管理專科學校,二專(日間),115,1,0,1,4,2,2
,103,1,私立,技專校院,1281,康寧醫護暨管理專科學校,二專(進修),301,15,3,12,23,9,14
,103,1,私立,技專校院,1281,康寧醫護暨管理專科學校,五專,2811,34,12,22,79,30,49
,103,1,私立,技專校院,1282,馬偕醫護管理專科學校,二專(日間),82,9,3,6,15,6,9
,103,1,私立,技專校院,1282,馬偕醫護管理專科學校,二專(進修),377,9,2,7,31,4,27
,103,1,私立,技專校院,1282,馬偕醫護管理專科學校,五專,3701,44,9,35,82,18,64
,103,1,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),466,1,1,0,2,2,0
,103,1,私立,技專校院,1283,仁德醫護管理專科學校,五專,5989,100,33,67,114,42,72
,103,1,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),451,22,16,6,43,34,9
,103,1,私立,技專校院,1284,樹人醫護管理專科學校,五專,6397,199,83,116,348,138,210
,103,1,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),160,2,1,1,8,5,3
,103,1,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),307,6,4,2,32,14,18
,103,1,私立,技專校院,1285,慈惠醫護管理專科學校,五專,6023,119,36,83,202,64,138
,103,1,私立,技專校院,1286,耕莘健康管理專科學校,二專(日間),0,1,1,0,1,1,0
,103,1,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),80,4,0,4,7,1,6
,103,1,私立,技專校院,1286,耕莘健康管理專科學校,五專,4906,90,22,68,148,37,111
,103,1,私立,技專校院,1287,敏惠醫護管理專科學校,五專,3875,32,7,25,42,11,31
,103,1,私立,技專校院,1288,高美醫護管理專科學校,二專(進修),198,1,0,1,1,0,1
,103,1,私立,技專校院,1288,高美醫護管理專科學校,五專,652,13,5,8,13,4,9
,103,1,私立,技專校院,1289,育英醫護管理專科學校,五專,2010,25,1,24,77,6,71
,103,1,私立,技專校院,1290,崇仁醫護管理專科學校,二專(進修),19,1,0,1,1,0,1
,103,1,私立,技專校院,1290,崇仁醫護管理專科學校,五專,3238,31,8,23,55,9,46
,103,1,私立,技專校院,1291,聖母醫護管理專科學校,五專,3702,115,38,77,166,58,108
,103,1,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),86,3,1,2,6,1,5
,103,1,私立,技專校院,1292,新生醫護管理專科學校,五專,5769,92,15,77,179,31,148
,103,2,公立,一般大學,1,國立政治大學,學士班(日間),9639,64,37,27,249,138,111
,103,2,公立,一般大學,1,國立政治大學,碩士班(日間),3816,246,114,132,847,396,451
,103,2,公立,一般大學,1,國立政治大學,碩士在職專班,1625,125,64,61,454,220,234
,103,2,公立,一般大學,1,國立政治大學,博士班,973,94,53,41,337,191,146
,103,2,公立,一般大學,2,國立清華大學,學士班(日間),6280,81,63,18,253,188,65
,103,2,公立,一般大學,2,國立清華大學,碩士班(日間),3920,105,60,45,246,135,111
,103,2,公立,一般大學,2,國立清華大學,碩士在職專班,305,24,17,7,45,25,20
,103,2,公立,一般大學,2,國立清華大學,博士班,1786,167,128,39,330,251,79
,103,2,公立,一般大學,3,國立臺灣大學,學士班(日間),16505,218,157,61,677,431,246
,103,2,公立,一般大學,3,國立臺灣大學,學士班(進修),9,1,1,0,2,2,0
,103,2,公立,一般大學,3,國立臺灣大學,碩士班(日間),9852,532,292,240,1120,611,509
,103,2,公立,一般大學,3,國立臺灣大學,碩士在職專班,1160,134,88,46,216,131,85
,103,2,公立,一般大學,3,國立臺灣大學,博士班,4265,574,394,180,1050,743,307
,103,2,公立,一般大學,4,國立臺灣師範大學,學士班(日間),7865,98,56,42,246,135,111
,103,2,公立,一般大學,4,國立臺灣師範大學,碩士班(日間),3939,385,126,259,819,286,533
,103,2,公立,一般大學,4,國立臺灣師範大學,碩士在職專班,1884,278,73,205,448,136,312
,103,2,公立,一般大學,4,國立臺灣師範大學,博士班,1352,238,95,143,417,188,229
,103,2,公立,一般大學,5,國立成功大學,學士班(日間),11436,113,92,21,414,282,132
,103,2,公立,一般大學,5,國立成功大學,碩士班(日間),6500,138,74,64,531,291,240
,103,2,公立,一般大學,5,國立成功大學,碩士在職專班,1267,60,41,19,199,116,83
,103,2,公立,一般大學,5,國立成功大學,博士班,2495,188,144,44,598,435,163
,103,2,公立,一般大學,6,國立中興大學,學士班(日間),8083,65,38,27,279,177,102
,103,2,公立,一般大學,6,國立中興大學,學士班(進修),1046,13,8,5,60,27,33
,103,2,公立,一般大學,6,國立中興大學,碩士班(日間),3362,81,39,42,417,253,164
,103,2,公立,一般大學,6,國立中興大學,碩士在職專班,1644,88,60,28,380,249,131
,103,2,公立,一般大學,6,國立中興大學,博士班,1215,73,56,17,301,212,89
,103,2,公立,一般大學,7,國立交通大學,學士班(日間),5432,60,49,11,196,145,51
,103,2,公立,一般大學,7,國立交通大學,碩士班(日間),5242,131,73,58,329,185,144
,103,2,公立,一般大學,7,國立交通大學,碩士在職專班,1502,227,175,52,438,335,103
,103,2,公立,一般大學,7,國立交通大學,博士班,1965,197,147,50,414,324,90
,103,2,公立,一般大學,8,國立中央大學,學士班(日間),6098,40,33,7,161,121,40
,103,2,公立,一般大學,8,國立中央大學,碩士班(日間),3264,71,43,28,257,161,96
,103,2,公立,一般大學,8,國立中央大學,碩士在職專班,1327,84,64,20,278,193,85
,103,2,公立,一般大學,8,國立中央大學,博士班,1175,117,91,26,292,224,68
,103,2,公立,一般大學,9,國立中山大學,學士班(日間),4655,64,43,21,133,96,37
,103,2,公立,一般大學,9,國立中山大學,碩士班(日間),2923,116,77,39,351,214,137
,103,2,公立,一般大學,9,國立中山大學,碩士在職專班,858,39,20,19,147,76,71
,103,2,公立,一般大學,9,國立中山大學,博士班,908,93,62,31,219,150,69
,103,2,公立,一般大學,12,國立臺灣海洋大學,學士班(日間),5409,32,23,9,63,52,11
,103,2,公立,一般大學,12,國立臺灣海洋大學,學士班(進修),636,16,11,5,60,39,21
,103,2,公立,一般大學,12,國立臺灣海洋大學,碩士班(日間),1430,35,24,11,116,79,37
,103,2,公立,一般大學,12,國立臺灣海洋大學,碩士在職專班,562,30,18,12,83,58,25
,103,2,公立,一般大學,12,國立臺灣海洋大學,博士班,334,34,28,6,66,53,13
,103,2,公立,一般大學,13,國立中正大學,學士班(日間),6631,68,49,19,168,110,58
,103,2,公立,一般大學,13,國立中正大學,碩士班(日間),2873,138,69,69,359,197,162
,103,2,公立,一般大學,13,國立中正大學,碩士在職專班,1709,156,84,72,344,178,166
,103,2,公立,一般大學,13,國立中正大學,博士班,625,72,48,24,149,99,50
,103,2,公立,一般大學,14,國立高雄師範大學,學士班(日間),3433,22,13,9,87,50,37
,103,2,公立,一般大學,14,國立高雄師範大學,碩士班(日間),1428,95,33,62,354,127,227
,103,2,公立,一般大學,14,國立高雄師範大學,碩士在職專班,1286,131,46,85,260,96,164
,103,2,公立,一般大學,14,國立高雄師範大學,博士班,465,20,13,7,94,42,52
,103,2,公立,一般大學,15,國立彰化師範大學,學士班(日間),4858,30,25,5,73,59,14
,103,2,公立,一般大學,15,國立彰化師範大學,碩士班(日間),1527,72,31,41,301,142,159
,103,2,公立,一般大學,15,國立彰化師範大學,碩士在職專班,1235,105,43,62,186,80,106
,103,2,公立,一般大學,15,國立彰化師範大學,博士班,465,39,21,18,109,56,53
,103,2,公立,一般大學,16,國立陽明大學,學士班(日間),2077,12,9,3,86,50,36
,103,2,公立,一般大學,16,國立陽明大學,碩士班(日間),1235,43,17,26,177,63,114
,103,2,公立,一般大學,16,國立陽明大學,碩士在職專班,112,5,0,5,22,4,18
